Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Guitar Hero 5,PS2,2009.0,Misc,Activision,0.28,0.3,0.0,0.54,1.12,0.71,4.0,0.26,10.0,BudCat,3.0
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,0.86,15.0,0.8,19.0,Sports Interactive,0.0
Yakuza 3,PS3,2009.0,Action,Sega,0.21,0.2,0.62,0.08,1.12,0.79,77.0,0.8099999999999999,165.0,Ryu ga Gotoku Studios,4.0
Persona 4: Golden,PSV,2012.0,Role-Playing,Atlus,0.36,0.23,0.38,0.15,1.12,0.93,61.0,0.9199999999999999,1228.0,Atlus,4.0
Spider-Man 2,XB,2004.0,Action,Activision,0.82,0.26,0.0,0.04,1.12,0.83,60.0,0.8300000000000001,40.0,Treyarch,3.0
Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,0.7,91.0,0.6,202.0,Ruffian Games,4.0
The Beatles: Rock Band,PS3,2009.0,Misc,MTV Games,0.67,0.29,0.0,0.15,1.12,0.88,60.0,0.8699999999999999,59.0,Harmonix Music Systems,3.0
Dragon Age II,X360,2011.0,Action,Electronic Arts,0.72,0.29,0.01,0.09,1.11,0.79,75.0,0.45,2380.0,BioWare,4.0
Counter-Strike,XB,2003.0,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,0.74,38.0,0.76,51.0,Valve Software,4.0
Guitar Hero Encore: Rocks The 80s,PS2,2007.0,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,0.69,50.0,0.63,31.0,Harmonix Music Systems,3.0
Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.45,0.49,0.0,0.18,1.11,0.84,52.0,0.73,95.0,EA Canada,4.0
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,0.94,70.0,0.9,160.0,Ubisoft Montreal,4.0
Pikmin 3,WiiU,2013.0,Strategy,Nintendo,0.44,0.32,0.29,0.07,1.11,0.87,79.0,0.8699999999999999,664.0,Nintendo,2.0
WWE 2K14,X360,2013.0,Sports,Take-Two Interactive,0.64,0.37,0.0,0.1,1.11,0.75,43.0,0.77,100.0,Yuke's,3.0
Dragon Ball: XenoVerse,PS4,2015.0,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,0.69,50.0,0.77,598.0,Dimps Corporation,3.0
Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,0.85,62.0,0.8,468.0,Mercury Steam,4.0
Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.9,0.12,0.0,0.08,1.1,0.81,23.0,0.74,29.0,TOSE,2.0
Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,0.86,60.0,0.85,176.0,Namco,3.0
LEGO City Undercover,WiiU,2013.0,Platform,Nintendo,0.47,0.42,0.13,0.08,1.1,0.8,66.0,0.82,283.0,TT Games,2.0
Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,0.61,16.0,0.6900000000000001,14.0,EA Games,2.0
GRID,PS3,2008.0,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,0.87,39.0,0.8099999999999999,109.0,Codemasters,0.0
Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,0.73,54.0,0.67,77.0,Electronic Arts,3.0
Star Ocean: The Second Story,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,0.8,13.0,0.85,44.0,Tri-Ace,0.0
NCAA Football 14,X360,2013.0,Sports,Electronic Arts,1.01,0.0,0.0,0.08,1.09,0.77,18.0,0.58,74.0,EA Tiburon,0.0
Yakuza 2,PS2,2006.0,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,0.77,34.0,0.8099999999999999,52.0,Amusement Vision,4.0
Guitar Hero 5,PS3,2009.0,Misc,Activision,0.53,0.39,0.0,0.17,1.09,0.86,54.0,0.5700000000000001,87.0,Neversoft Entertainment,3.0
Dragon Ball Z: The Legacy of Goku II,GBA,2003.0,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,0.75,21.0,0.89,39.0,Webfoot Technologies,0.0
NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,0.66,13.0,0.44000000000000006,7.0,"EA Redwood Shores, EA Salt Lake",2.0
NFL 2K1,DC,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09,0.97,22.0,0.6,47.0,Visual Concepts,0.0
Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,0.68,51.0,0.76,58.0,Sony Online Entertainment,3.0
Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,0.83,37.0,0.6599999999999999,363.0,Slightly Mad Studios,0.0
Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,0.92,27.0,0.8300000000000001,48.0,EA Tiburon,0.0
Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.64,0.34,0.01,0.1,1.09,0.54,51.0,0.6900000000000001,198.0,Sonic Team,2.0
The Godfather,PS2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,0.75,56.0,0.8300000000000001,99.0,Electronic Arts,4.0
Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.25,0.0,0.09,1.09,0.47,52.0,0.21000000000000002,98.0,Sega,0.0
Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,0.65,32.0,0.8300000000000001,33.0,LucasArts,3.0
WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,0.74,42.0,0.6900000000000001,41.0,Yuke's,3.0
NCAA Football 13,X360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,0.76,20.0,0.55,65.0,EA Tiburon,0.0
Skate 2,X360,2009.0,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,0.84,70.0,0.8,72.0,EA Black Box,3.0
NASCAR Thunder 2004,PS2,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,0.88,15.0,0.89,77.0,EA Tiburon,0.0
Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,0.73,28.0,0.72,9.0,TOSE,2.0
Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.1,1.08,0.9,62.0,0.6900000000000001,2981.0,Creative Assembly,3.0
Virtua Fighter 5,PS3,2007.0,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,0.85,47.0,0.74,67.0,Sega AM2,3.0
Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,0.75,69.0,0.75,265.0,Visceral Games,4.0
Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,0.58,21.0,0.6,19.0,Ubisoft Shanghai/Paris,3.0
Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,0.91,90.0,0.74,594.0,Playground Games,0.0
Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,0.7,10.0,0.8099999999999999,49.0,Krome Studios,3.0
Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,0.4,23.0,0.61,22.0,Webfoot Technologies,3.0
Star Fox: Assault,GC,2005.0,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,0.67,59.0,0.8099999999999999,106.0,Namco,3.0
Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.47,0.0,0.09,1.08,0.69,6.0,0.73,121.0,PopCap,2.0
The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,0.59,7.0,0.67,15.0,"Electronic Arts, Rebellion",3.0
LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,LucasArts,0.96,0.03,0.0,0.08,1.07,0.47,9.0,0.5,38.0,Amaze Entertainment,0.0
Call of Duty 3,PS2,2006.0,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,0.82,14.0,0.74,83.0,Treyarch,3.0
FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07,0.73,17.0,0.73,8.0,EA Sports,0.0
Prince of Persia,PS3,2008.0,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,0.85,59.0,0.73,245.0,Ubisoft Montreal,3.0
Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,0.76,57.0,0.6599999999999999,198.0,Crystal Dynamics,3.0
Pro Evolution Soccer 2008,X360,2007.0,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,0.76,29.0,0.78,36.0,Konami,0.0
SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,0.86,57.0,0.8400000000000001,96.0,Namco,3.0
Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.6,0.36,0.0,0.11,1.07,0.88,44.0,0.8800000000000001,57.0,EA Tiburon,0.0
World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,0.7,31.0,0.5599999999999999,5.0,SCEE,0.0
Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,0.75,32.0,0.86,95.0,CyberConnect2,3.0
Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,0.66,62.0,0.5900000000000001,552.0,Square Enix,3.0
Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,0.75,43.0,0.85,84.0,Midway,4.0
Freekstyle,PS2,2002.0,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,0.81,25.0,0.73,14.0,Page 44 Studios,0.0
Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,0.9,77.0,0.73,146.0,Rockstar Leeds,4.0
Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,0.65,20.0,0.65,21.0,Griptonite Games,0.0
The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,0.89,21.0,0.8400000000000001,188.0,EA Games,4.0
DJ Hero,X360,2009.0,Misc,Activision,0.56,0.39,0.0,0.11,1.06,0.84,72.0,0.8,42.0,FreeStyleGames,3.0
Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,0.8,56.0,0.8300000000000001,154.0,"Mad Doc Software, Rockstar Vancouver",3.0
NBA Street V3,PS2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,0.89,36.0,0.8699999999999999,37.0,EA Canada,0.0
Hulk,PS2,2003.0,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,0.71,28.0,0.8300000000000001,22.0,Radical Entertainment,3.0
Overwatch,XOne,2016.0,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,0.91,18.0,0.5599999999999999,668.0,Blizzard Entertainment,3.0
Aliens vs Predator,X360,2010.0,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,0.64,64.0,0.73,247.0,Rebellion,4.0
Skylanders Giants,PS3,2012.0,Action,Activision,0.36,0.49,0.0,0.2,1.06,0.77,21.0,0.63,18.0,Toys for Bob,2.0
Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,0.87,21.0,0.9099999999999999,639.0,Blizzard North,4.0
Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,0.72,42.0,0.8099999999999999,61.0,Arika,0.0
Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06,0.65,12.0,0.77,6.0,Digital Eclipse,0.0
Seek and Destroy,PS2,2002.0,Racing,Play It,0.52,0.4,0.0,0.14,1.06,0.63,9.0,0.8800000000000001,10.0,Barnhouse Effect,3.0
Darksiders,X360,2010.0,Action,THQ,0.67,0.28,0.01,0.1,1.06,0.83,81.0,0.79,292.0,Vigil Games,4.0
Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,0.72,69.0,0.72,152.0,Pandemic Studios,3.0
Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,0.84,50.0,0.8400000000000001,183.0,Incognito Inc.,3.0
DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,0.87,52.0,0.71,122.0,Codemasters,3.0
Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.05,0.71,24.0,0.7,16.0,Sumo Digital,2.0
DiRT,PS3,2007.0,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,0.83,32.0,0.8,32.0,Codemasters,0.0
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,0.75,22.0,0.6900000000000001,36.0,n-Space,3.0
Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.46,0.31,0.2,0.09,1.05,0.75,55.0,0.8,60.0,Cavia Inc.,4.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,0.81,31.0,0.9,36.0,Zipper Interactive,3.0
NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,0.89,21.0,0.8,22.0,Visual Concepts,0.0
LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,0.82,16.0,0.8300000000000001,85.0,TT Games,2.0
The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,0.61,17.0,0.8300000000000001,6.0,Fox Interactive,3.0
Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,0.82,14.0,0.8400000000000001,5.0,"Z-Axis, Ltd.",0.0
EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,0.7,57.0,0.61,279.0,EA Sports,3.0
Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,0.92,73.0,0.76,213.0,Microsoft Game Studios,0.0
Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.58,0.03,0.21,1.05,0.8,35.0,0.79,32.0,Sega AM3,0.0
MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,0.81,22.0,0.89,17.0,EA Sports,0.0
WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,0.8,59.0,0.8400000000000001,36.0,Yuke's,3.0
Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,0.83,40.0,0.77,645.0,United Front Games,4.0
Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,0.74,22.0,0.89,39.0,8ing/Raizing,3.0
Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,0.73,25.0,0.8699999999999999,6.0,Konami,2.0
Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,0.65,57.0,0.73,168.0,Rebellion,4.0
F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,0.86,19.0,0.85,22.0,Nd Cube,0.0
Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.48,0.0,0.11,1.04,0.46,38.0,0.44000000000000006,455.0,Sega,2.0
Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,0.83,32.0,0.8800000000000001,29.0,EA Canada,3.0
The Simpsons Game,X360,2007.0,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,0.71,52.0,0.77,71.0,"Electronic Arts, EA Redwood Shores",3.0
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,0.81,23.0,0.75,54.0,Codemasters,0.0
Brink,X360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,0.68,85.0,0.58,404.0,Splash Damage,3.0
MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,0.79,30.0,0.8400000000000001,17.0,Rainbow Studios,0.0
WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,0.88,56.0,0.79,102.0,Studio Liverpool,0.0
UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03,0.86,30.0,0.74,92.0,Yuke's,3.0
LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,0.73,54.0,0.7,31.0,Traveller's Tales,2.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,0.84,29.0,0.8099999999999999,41.0,"Red Storm Entertainment, Ubisoft Paris",3.0
Super Princess Peach,DS,2005.0,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,0.75,48.0,0.76,33.0,TOSE,0.0
Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,0.67,12.0,0.7,8.0,TT Fusion,2.0
NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,0.82,16.0,0.8800000000000001,12.0,NuFX,0.0
The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,0.86,74.0,0.8400000000000001,329.0,"Tantalus Interactive, Tantatus, Nintendo",3.0
LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,0.44,0.42,0.0,0.17,1.03,0.77,36.0,0.77,30.0,Traveller's Tales,2.0
Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,0.86,18.0,0.85,3552.0,"Crystal Dynamics, Nixxes Software",4.0
Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,0.93,12.0,0.85,46.0,Capcom,3.0
MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,0.78,28.0,0.86,28.0,Electronic Arts,0.0
MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,0.79,58.0,0.8800000000000001,39.0,Bigbig Studios,3.0
FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,0.65,13.0,0.61,26.0,EA Canada,0.0
Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,0.72,24.0,0.7,22.0,EA Salt Lake,0.0
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,0.72,27.0,0.8400000000000001,61.0,"Spike, Namco Bandai Games",3.0
Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02,0.7,25.0,0.64,14.0,"Luxoflux, Inc.",0.0
NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,0.9,17.0,0.62,91.0,Visual Concepts,0.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,0.86,58.0,0.8099999999999999,89.0,"Red Storm Entertainment, Ubisoft Paris",3.0
Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,0.14,1.02,0.54,24.0,0.79,130.0,Sonic Team,2.0
Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,0.61,11.0,0.6,5.0,Eurocom Entertainment Software,2.0
Dance on Broadway,Wii,2010.0,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,0.48,6.0,0.32999999999999996,4.0,Longtail Studios,2.0
LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.31,0.0,0.09,1.02,0.71,41.0,0.74,25.0,Traveller's Tales,2.0
Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,0.84,83.0,0.76,439.0,"Epic Games, People Can Fly",4.0
Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02,0.83,31.0,0.53,33.0,Vicarious Visions,2.0
Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,0.83,27.0,0.8699999999999999,6.0,EA Tiburon,0.0
Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,0.66,29.0,0.6900000000000001,108.0,"Sega, Dimps Corporation",0.0
Rock Band 2,Wii,2008.0,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,0.92,10.0,0.77,45.0,Harmonix Music Systems,3.0
Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,0.7,29.0,0.8699999999999999,29.0,EA Games,0.0
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,0.8,40.0,0.82,89.0,Koei,0.0
Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.01,0.51,18.0,0.36,8.0,Heavy Iron Studios,0.0
Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,0.74,23.0,0.8,27.0,8ing/Raizing,3.0
Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,0.8,54.0,0.79,101.0,Project Aces,3.0
The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,0.64,19.0,0.61,38.0,"Electronic Arts, Rebellion",3.0
Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,0.81,74.0,0.8,302.0,"Team Ninja, Tecmo",4.0
Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,0.72,32.0,0.73,318.0,Ubisoft,4.0
Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,0.9,16.0,0.85,525.0,Ubisoft Montpellier,2.0
Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,0.81,73.0,0.7,189.0,Ubisoft Montreal,3.0
ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,0.77,70.0,0.77,758.0,Ubisoft Montpellier,4.0
Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,0.76,74.0,0.8,273.0,Bandai Namco Games,2.0
Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,0.51,5.0,0.8,8.0,Razorworks Studios,0.0
NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,0.67,12.0,0.45,6.0,EA Salt Lake,2.0
God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,0.86,73.0,0.8400000000000001,255.0,Ready at Dawn,4.0
SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,0.92,39.0,0.89,54.0,Namco,3.0
Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,0.72,16.0,0.93,54.0,Omega Force,3.0
Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,0.87,43.0,0.8400000000000001,238.0,UBlart Montpellier,2.0
NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,0.79,24.0,0.85,10.0,Microsoft Game Studios,0.0
Just Dance 2014,X360,2013.0,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,0.79,16.0,0.78,33.0,Ubisoft,2.0
NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,0.82,25.0,0.6599999999999999,49.0,EA Sports,0.0
UFC Undisputed 3,X360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,0.85,60.0,0.76,88.0,Yuke's,3.0
Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,0.83,46.0,0.86,55.0,HAL Labs,0.0
Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,0.55,65.0,0.65,294.0,Free Radical Design,4.0
Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,0.88,13.0,0.9099999999999999,69.0,Oddworld Inhabitants,3.0
The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,0.66,20.0,0.8,35.0,DreamFactory,3.0
DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,0.87,63.0,0.82,94.0,Codemasters,3.0
Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,0.99,0.7,39.0,0.5,26.0,Neversoft Entertainment,3.0
Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,0.51,22.0,0.6599999999999999,120.0,Sonic Team,2.0
EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,0.7,35.0,0.82,20.0,SCEE London Studio,0.0
Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,0.78,48.0,0.8099999999999999,84.0,Capcom,3.0
Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,0.75,26.0,0.8300000000000001,30.0,Project Aces,3.0
Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,0.89,66.0,0.8400000000000001,1106.0,From Software,4.0
Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,0.79,26.0,0.8699999999999999,43.0,Rockstar London,3.0
